image,glcm
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48158242 0.50977692 0.19130713 0.55622632 0.71159672 0.69457763
  0.88549288 0.66674669 0.40805729 0.40464484 0.48072556 0.39635719
  0.81225623 0.80638307 0.90755779 0.79330002]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.64634537 0.68907859 0.22778782 0.78117562 0.78063    0.7660785
  0.92268622 0.73481466 0.40620526 0.40521402 0.46872452 0.39581501
  0.79075028 0.78630219 0.90270421 0.76888799]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.81508948 0.93648069 0.24410499 0.84334921 0.6997899  0.65496472
  0.91013987 0.68927792 0.30964595 0.30069926 0.39986806 0.30956033
  0.73233119 0.71175799 0.88499096 0.7306443 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.28252119 0.32818941 0.12185955 0.28810388 0.77775278 0.74187583
  0.90411219 0.77340393 0.55401476 0.54584162 0.60241817 0.55339402
  0.87891966 0.86679803 0.93989848 0.8776815 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.41876609 0.49668758 0.20027044 0.47061579 0.85239653 0.82491256
  0.92938501 0.83410287 0.36791928 0.35836887 0.41422197 0.36214558
  0.82857757 0.80961569 0.90404368 0.81636902]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.58014129 0.67866497 0.25476558 0.64869751 0.71166588 0.66258732
  0.87336803 0.67748679 0.35959949 0.34922687 0.43050497 0.35285567
  0.7695599  0.74765609 0.87721777 0.75508894]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42495761 0.47476301 0.17338679 0.46557877 0.8043397  0.78126288
  0.92010956 0.78549243 0.41889786 0.41297887 0.48070363 0.41332538
  0.82534962 0.81381969 0.91506852 0.81539625]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.28909576 0.34450156 0.13042128 0.30938075 0.87052927 0.84575114
  0.941626   0.86147639 0.49563799 0.48868654 0.5283575  0.49364272
  0.88294607 0.8686938  0.93673952 0.87802918]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.30898901 0.34453929 0.13096403 0.33718813 0.82220711 0.80178865
  0.92469519 0.80601773 0.4502951  0.44439505 0.50100547 0.44597681
  0.87062914 0.8615452  0.93571142 0.863284  ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.58246782 0.66568882 0.222674   0.63043909 0.76961103 0.73669486
  0.91194546 0.75063556 0.33622345 0.32750998 0.41051662 0.33181799
  0.77670876 0.75842745 0.89223954 0.76710998]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.29463736 0.31423226 0.10404274 0.316952   0.81377637 0.80134089
  0.93423264 0.79961929 0.51508315 0.51273287 0.56294331 0.51217978
  0.88245958 0.87769359 0.94861488 0.8771325 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.5896044  0.66261693 0.24386341 0.64847742 0.7166853  0.6815663
  0.8828555  0.68836233 0.33332592 0.32501102 0.41056262 0.3266316
  0.75974533 0.74191092 0.8797888  0.74544476]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.53899215 0.59313934 0.20860314 0.60205317 0.84302055 0.827231
  0.93924911 0.82463473 0.30892254 0.30354203 0.37410551 0.30236062
  0.78714051 0.77491944 0.89818318 0.77233706]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.4195887  0.50644406 0.19514093 0.45553931 0.85769557 0.8281737
  0.93380653 0.84544411 0.35459167 0.34356704 0.40490551 0.35074975
  0.82970337 0.80893166 0.90612278 0.82195072]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.48807849 0.51813108 0.12823457 0.51283623 0.78375528 0.77054662
  0.94316179 0.77289065 0.47728967 0.47561344 0.53355163 0.4757366
  0.83740052 0.83258142 0.93722674 0.83385457]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.41849294 0.48928925 0.17018046 0.42998632 0.73987066 0.69594268
  0.89433101 0.73279514 0.4402585  0.42933542 0.50852058 0.43980391
  0.82650886 0.80860799 0.91676957 0.82501117]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.45137834 0.49794212 0.17191539 0.4986024  0.85378499 0.8387075
  0.94440641 0.83849362 0.37868635 0.37398555 0.42888478 0.37352647
  0.82246198 0.81161859 0.91581928 0.81115018]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.49993721 0.55144083 0.18890081 0.54280055 0.74829365 0.7224047
  0.90494953 0.72675422 0.3836647  0.3780576  0.46175541 0.37811542
  0.80166439 0.79095597 0.90817364 0.79213362]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.55531554 0.60631043 0.21267851 0.61985254 0.7317247  0.70715567
  0.89734243 0.70061481 0.3640433  0.35904085 0.44127122 0.3565117
  0.78525552 0.77496526 0.89664245 0.77088847]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.19512716 0.20243362 0.09698692 0.2162367  0.66303029 0.65027878
  0.83273982 0.62643279 0.64299711 0.64145196 0.68743422 0.63595717
  0.90636232 0.9040315  0.95164583 0.89800909]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.22432967 0.2377651  0.10030306 0.23815812 0.66218611 0.64196128
  0.84895135 0.6413704  0.64314629 0.63947679 0.69405879 0.63953436
  0.89452276 0.89000299 0.949984   0.8899574 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.19117425 0.21180651 0.09959089 0.21269946 0.62732809 0.58726827
  0.80600517 0.58552823 0.70607607 0.6997794  0.74274771 0.69981133
  0.9103281  0.90280783 0.95088221 0.90274665]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.21526217 0.22998947 0.10428432 0.22837649 0.61876703 0.5925427
  0.81537983 0.59539973 0.61349063 0.6082596  0.66661755 0.60926631
  0.89559027 0.88949142 0.94794443 0.8905243 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.2698022  0.3026993  0.13423939 0.28369256 0.60650512 0.55860611
  0.80427518 0.58632473 0.54580855 0.53433837 0.60795433 0.54095024
  0.87042261 0.85681146 0.93311372 0.86483579]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.24939089 0.27309972 0.11799752 0.26162021 0.61265323 0.5757969
  0.81674057 0.59362371 0.5722253  0.56451175 0.63249777 0.56847464
  0.88109545 0.87191176 0.94116313 0.8764488 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.20652433 0.23070949 0.0926888  0.20382021 0.61093643 0.56530587
  0.82551531 0.61596963 0.65270346 0.64366049 0.70479262 0.65476399
  0.90017017 0.88965587 0.95373089 0.90210442]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.23311146 0.25548271 0.10615102 0.23972079 0.63340596 0.59807843
  0.83303718 0.62287452 0.59235444 0.58484951 0.65080205 0.5907265
  0.88827441 0.87939304 0.94710144 0.8860067 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.21453689 0.24071436 0.10318312 0.22342436 0.67923774 0.6398569
  0.84573732 0.66572865 0.60411264 0.59513473 0.65372178 0.60215397
  0.8988314  0.88844912 0.9487548  0.89596176]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.20881319 0.23216526 0.10814949 0.21897216 0.68913747 0.65432878
  0.83909746 0.67397506 0.57602809 0.56666585 0.62582676 0.57237492
  0.89885997 0.88896949 0.94607961 0.89483362]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.13167033 0.1359839  0.06672753 0.14092031 0.6823178  0.67189587
  0.83941801 0.65998523 0.75877188 0.7571866  0.78806437 0.75529294
  0.93572841 0.9340597  0.96667765 0.93193951]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.12707378 0.14170636 0.06829305 0.13455957 0.54443007 0.49171174
  0.75570485 0.51733119 0.82344888 0.81813493 0.84857783 0.82097307
  0.93853155 0.93250861 0.96596642 0.93565565]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.21233281 0.22637677 0.09579788 0.22529202 0.66123331 0.63881368
  0.84718733 0.64054512 0.63836478 0.63418213 0.68901597 0.63486462
  0.89894254 0.89392004 0.95224412 0.89457561]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.24304553 0.27008442 0.11105778 0.24680155 0.61197276 0.56877374
  0.8227845  0.60594803 0.55573806 0.54552209 0.62213463 0.55515559
  0.88176264 0.87025138 0.94456147 0.88069676]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.22222292 0.24567278 0.11036757 0.23822101 0.67908477 0.64523478
  0.84065651 0.65599556 0.60062025 0.59334855 0.64964531 0.59593651
  0.89495403 0.88605958 0.94518516 0.88911475]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.17206593 0.19069943 0.08694752 0.17710072 0.62316254 0.58215228
  0.80980782 0.61194756 0.69903121 0.69217535 0.73798415 0.69788766
  0.91671743 0.90881906 0.95666177 0.91498077]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.26703925 0.30307661 0.11910499 0.28082818 0.51629603 0.45105989
  0.78426639 0.4913568  0.65241984 0.64382377 0.70422399 0.64849489
  0.88113857 0.86922679 0.94086163 0.8762295 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.42434537 0.46989577 0.15218796 0.43136034 0.59842101 0.55526354
  0.85598337 0.59173426 0.47283219 0.46258302 0.55727901 0.47274516
  0.82049846 0.80559464 0.92453097 0.81957607]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.52435479 0.57546259 0.15830886 0.52768948 0.61628736 0.57900857
  0.88420264 0.61395716 0.4128061  0.40484222 0.51072274 0.41406899
  0.794444   0.78104876 0.92211053 0.79549474]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.4944427  0.53855272 0.14570313 0.49802386 0.62576051 0.5924217
  0.88995591 0.62309406 0.41567169 0.40789711 0.51285113 0.41614703
  0.80281617 0.79009569 0.92763409 0.80298336]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.3753595  0.39020579 0.12103757 0.40352151 0.58171947 0.56503948
  0.86514452 0.55019806 0.520994   0.5170249  0.6042962  0.51560064
  0.84101387 0.835938   0.93978616 0.83323538]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.31499529 0.36988791 0.16248776 0.3456209  0.60645754 0.5377595
  0.79709043 0.56808462 0.56086009 0.54713807 0.61237039 0.55316107
  0.85876513 0.84024804 0.91990061 0.84839188]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.51902355 0.53093116 0.14501606 0.55370781 0.65663634 0.64872295
  0.90421119 0.63365336 0.39356263 0.3913328  0.48997774 0.38873332
  0.79800363 0.79419904 0.92803033 0.78911823]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35448352 0.40285494 0.16863063 0.38895754 0.57626465 0.51844788
  0.79850144 0.53506174 0.54385754 0.532568   0.60525093 0.53599343
  0.84253846 0.82634884 0.91676894 0.83124878]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.41715856 0.41890927 0.16352308 0.48092251 0.64637091 0.64484945
  0.86141463 0.59227655 0.46805283 0.4687751  0.54283303 0.45395421
  0.82409388 0.82458494 0.91891236 0.80347082]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.51800942 0.56214687 0.15465075 0.52782782 0.68951225 0.66307803
  0.90735008 0.68364582 0.38840086 0.37936665 0.47976112 0.38931208
  0.7986799  0.78491165 0.92321675 0.79833666]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.25415071 0.28775173 0.12083678 0.27374114 0.70007165 0.66036408
  0.85757561 0.67690091 0.56751247 0.55776746 0.61893599 0.56166175
  0.884047   0.87195008 0.94018021 0.8769369 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.24887598 0.29818108 0.13023931 0.25850744 0.60606942 0.5279485
  0.79378138 0.59075618 0.61558555 0.60110275 0.66204284 0.6123051
  0.88404257 0.86568429 0.93525682 0.87999736]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.33417582 0.35380528 0.12772319 0.35785816 0.57009155 0.54461732
  0.83568224 0.5394033  0.56817407 0.56216848 0.64164312 0.56151086
  0.8521225  0.84451231 0.93640194 0.84349138]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.54994349 0.62089956 0.18798785 0.57759437 0.65134419 0.60636835
  0.8808053  0.63382027 0.3878374  0.37757993 0.47495946 0.38342329
  0.79121912 0.7731872  0.90967297 0.78351259]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.306719   0.34474996 0.13677748 0.31937619 0.53123434 0.47307074
  0.79087194 0.51185299 0.58864735 0.57907199 0.65211332 0.58503465
  0.86002323 0.84674973 0.93204798 0.85523765]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.36959184 0.38689179 0.12870203 0.3958182  0.56981961 0.54959354
  0.85031266 0.53920089 0.52944576 0.52410287 0.61216384 0.52266598
  0.84026707 0.83341597 0.93597652 0.83111205]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.2853752  0.31748023 0.13651394 0.30681507 0.5235111  0.47001379
  0.772153   0.48781491 0.60440393 0.59510056 0.66417292 0.59824973
  0.86585192 0.85347579 0.93224751 0.85760334]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.16616327 0.18450848 0.08683771 0.18420035 0.61335335 0.57079569
  0.79829865 0.57151247 0.74987442 0.74371525 0.78122046 0.74359129
  0.92244885 0.91526789 0.95684468 0.9152333 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.95016013 1.11443349 0.38286525 1.11214136 0.59282759 0.52242602
  0.83589343 0.52340967 0.31803973 0.30930991 0.38756053 0.30911745
  0.70898899 0.68648694 0.83722695 0.68636111]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.85402826 0.99795941 0.33758439 0.96859249 0.60259059 0.53545501
  0.84274048 0.54912632 0.35070769 0.34111099 0.41898329 0.34326387
  0.72883576 0.70568397 0.84935668 0.71095383]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.7764113  0.87251804 0.27959115 0.88047289 0.63095318 0.58533113
  0.86710485 0.58155054 0.36996895 0.36183126 0.44755796 0.36182884
  0.7475307  0.73054016 0.87275575 0.73033745]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.74030769 0.88520178 0.34703085 0.89093053 0.6735012  0.6096095
  0.84705717 0.6070827  0.34829846 0.3359221  0.40477831 0.33702657
  0.75255758 0.72707001 0.84890149 0.72809848]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.87808163 1.00041818 0.32959993 1.01564244 0.61986147 0.56691632
  0.85724728 0.56032621 0.33827974 0.32899203 0.40504561 0.3286097
  0.73615127 0.71596283 0.85451688 0.71461106]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.73971115 0.85421874 0.27996449 0.8335267  0.63889837 0.58316415
  0.86334053 0.59326201 0.39218634 0.38161641 0.46306111 0.38447688
  0.76241917 0.74241941 0.87541791 0.74791264]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.80610361 0.92011822 0.24522501 0.84647141 0.59728641 0.54022341
  0.87744938 0.5770292  0.36780997 0.35895895 0.45250476 0.36505196
  0.75191827 0.7335425  0.88666081 0.74613718]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.83303925 0.96577528 0.2869356  0.9015611  0.59236015 0.52744409
  0.8596409  0.55886229 0.35917005 0.34945417 0.44211215 0.3549464
  0.73748776 0.71616059 0.87117275 0.72785344]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.81187127 0.97945259 0.31265843 0.87827509 0.62787743 0.55119765
  0.85663721 0.59755866 0.34477759 0.33268048 0.41948559 0.34163951
  0.73590938 0.7084281  0.86000327 0.72806526]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.67338462 0.78296467 0.28920074 0.77788992 0.62783478 0.56715412
  0.84015657 0.56996109 0.38540048 0.37470343 0.45361443 0.37529633
  0.76638357 0.74516516 0.87020827 0.7467663 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.87227316 1.02160701 0.34263233 0.9987769  0.59533631 0.52602948
  0.84096666 0.53662053 0.34191372 0.33178337 0.41273639 0.33343482
  0.72742134 0.70436397 0.85040183 0.70795377]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.82253375 0.95915672 0.36000991 1.00042447 0.66163396 0.60532672
  0.85182759 0.58834522 0.35581118 0.3447819  0.41163557 0.34305369
  0.74623508 0.72367912 0.84537993 0.7188414 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[1.018719   1.19214262 0.42027458 1.21366159 0.59145264 0.52186408
  0.83136635 0.51323432 0.31170856 0.30331452 0.37705258 0.301691
  0.69799608 0.67587652 0.82504188 0.67168515]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.77461538 0.8380638  0.24999373 0.88163625 0.65409618 0.62573243
  0.88842278 0.60627358 0.3630763  0.35802526 0.44071777 0.35439581
  0.75295799 0.74250909 0.88411013 0.73505709]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.81783987 0.99781792 0.37900008 0.97273027 0.6339676  0.55340887
  0.83030281 0.56463253 0.34662285 0.33473352 0.40646173 0.33592539
  0.73545626 0.70804745 0.83855109 0.71067407]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.94226688 1.13335534 0.35835341 1.045525   0.6137262  0.53524453
  0.85299076 0.57126201 0.32621198 0.31534594 0.39809302 0.32039705
  0.72011021 0.69377068 0.8476792  0.70626382]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.95153218 1.07176657 0.33626045 1.08017104 0.5675932  0.51283762
  0.84710076 0.50901841 0.3365087  0.32974719 0.41626629 0.32889707
  0.71078342 0.69391501 0.85168744 0.6922573 ]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.32092622 0.41376849 0.15222875 0.29721895 0.77994268 0.7162835
  0.89564467 0.79619912 0.46259285 0.43844794 0.52463597 0.47212605
  0.8492876  0.81459951 0.92389692 0.86060809]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.40961381 0.45298621 0.14228974 0.41695672 0.80439351 0.78356171
  0.93206713 0.80077729 0.36691176 0.35875306 0.45747282 0.36578069
  0.813681   0.79926929 0.92885513 0.81157163]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.39856829 0.42139005 0.16647529 0.46579572 0.77146567 0.75837977
  0.90455697 0.73291945 0.39374045 0.38951842 0.47570758 0.38069384
  0.81462983 0.80753635 0.91786167 0.79234008]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.35762323 0.34868022 0.15052832 0.42809665 0.83057713 0.83475887
  0.92860693 0.79712443 0.38106167 0.38397354 0.45603186 0.36539033
  0.83107849 0.8349265  0.92473584 0.80529988]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.40457771 0.43292301 0.15574254 0.43946297 0.80447226 0.79077544
  0.92476433 0.78761399 0.37002091 0.36313688 0.45543428 0.3640408
  0.81320754 0.80178119 0.92214002 0.80235973]]"
/Users/melikapooyan/Downloads/BreaKHis_v1/breast/benign/SOB/adenosis/SOB_B_A_14-22549AB/40X/SOB_B_A-14-22549AB-40-027.png,"[[0.22635793 0.29332642 0.10802086 0.21073433 0.86654691 0.82692298
  0.93645752 0.87565609 0.49250258 0.47396282 0.53612005 0.49878383
  0.8949102  0.8705985  0.9460724  0.90174881]]"
