image,label,orb_0,orb_1,orb_2,orb_3,orb_4,orb_5,orb_6,orb_7,orb_8,orb_9,orb_10,orb_11,orb_12,orb_13,orb_14,orb_15,orb_16,orb_17,orb_18,orb_19,orb_20,orb_21,orb_22,orb_23,orb_24,orb_25,orb_26,orb_27,orb_28,orb_29,orb_30,orb_31
SOB_M_LC-14-12204-40-012,1,103.67,123.356,120.17,178.292,121.448,132.704,135.622,131.034,112.282,112.138,131.974,107.316,130.838,133.986,114.98,125.254,158.038,124.898,100.954,129.272,118.848,112.552,106.718,178.628,136.938,133.3,145.19,129.17,106.958,116.484,129.436,129.818
SOB_M_LC-14-12204-40-013,1,108.738,121.148,126.418,174.428,125.536,125.972,135.1,128.054,117.27,114.632,135.69,110.6,128.078,133.948,120.246,126.988,150.414,129.802,101.25,130.376,125.24,121.614,112.282,167.016,134.914,135.594,151.442,126.178,112.902,128.448,131.16,122.656
SOB_M_LC-14-12204-40-014,1,102.108,126.912,126.758,173.988,139.736,134.198,136.264,140.966,110.902,122.228,126.982,113.052,129.498,138.252,124.148,120.484,148.778,126.828,106.502,140.35,127.908,118.988,107.87,174.956,135.148,123.39,150.544,130.78,118.458,123.364,133.812,137.722
SOB_M_LC-14-12204-40-015,1,104.212,121.174,127.992,166.298,132.542,131.86,143.22,139.17,116.842,118.08,139.014,113.754,130.682,136.842,120.88,116.766,145.296,132.476,106.788,138.238,131.39,133.556,105.944,170.422,126.484,129.034,147.068,127.862,121.672,125.586,135.46,126.826
SOB_M_LC-14-12204-40-016,1,110.85381355932203,119.86016949152544,132.33262711864407,167.42584745762713,122.41737288135592,120.95338983050848,134.97881355932202,133.489406779661,109.135593220339,127.26694915254237,134.29237288135593,106.71186440677968,125.36652542372882,130.07838983050848,124.11652542372882,124.47669491525424,146.14618644067798,135.59533898305085,98.70762711864408,121.8686440677966,122.63771186440678,119.260593220339,119.1292372881356,166.11864406779662,124.66101694915254,133.32203389830508,141.78177966101694,112.59110169491524,113.23305084745763,131.375,126.69915254237289,124.41737288135592
SOB_M_LC-14-12204-40-017,1,107.612,127.682,125.734,159.47,126.258,128.43,127.6,134.132,117.908,123.516,132.77,109.602,130.61,136.52,126.632,121.736,140.082,139.238,105.404,119.684,122.55,125.4,118.218,155.506,129.16,132.108,133.984,114.578,114.288,133.572,127.342,124.432
SOB_M_LC-14-12204-40-018,1,109.338,124.172,132.538,167.238,130.59,117.392,134.642,138.422,110.322,121.322,131.782,116.478,124.686,132.052,127.538,120.646,146.408,130.196,102.756,131.158,131.472,124.26,114.786,162.374,129.062,124.718,145.942,122.854,116.446,127.89,130.708,132.242
SOB_M_LC-14-12204-40-034,1,110.85381355932203,119.86016949152544,132.33262711864407,167.42584745762713,122.41737288135592,120.95338983050848,134.97881355932202,133.489406779661,109.135593220339,127.26694915254237,134.29237288135593,106.71186440677968,125.36652542372882,130.07838983050848,124.11652542372882,124.47669491525424,146.14618644067798,135.59533898305085,98.70762711864408,121.8686440677966,122.63771186440678,119.260593220339,119.1292372881356,166.11864406779662,124.66101694915254,133.32203389830508,141.78177966101694,112.59110169491524,113.23305084745763,131.375,126.69915254237289,124.41737288135592
SOB_M_LC-14-12204-40-035,1,107.612,127.682,125.734,159.47,126.258,128.43,127.6,134.132,117.908,123.516,132.77,109.602,130.61,136.52,126.632,121.736,140.082,139.238,105.404,119.684,122.55,125.4,118.218,155.506,129.16,132.108,133.984,114.578,114.288,133.572,127.342,124.432
SOB_M_LC-14-13412-40-001,1,93.4,123.594,121.584,168.886,131.002,148.318,156.864,136.076,120.868,101.924,147.55,101.308,135.138,145.728,118.604,107.582,166.476,127.438,107.822,132.022,125.22,125.778,106.488,171.19,132.69,136.356,139.142,133.068,117.77,118.952,130.862,140.242
SOB_M_LC-14-13412-40-002,1,96.712,131.472,120.098,168.582,130.994,144.054,155.516,140.804,122.258,101.066,143.55,108.13,124.004,138.006,118.264,111.096,155.998,127.61,103.51,142.02,126.366,128.032,103.152,176.77,135.564,132.256,140.19,126.394,114.512,115.566,136.744,146.482
SOB_M_LC-14-13412-40-003,1,94.896,127.29,113.828,173.54,124.496,148.44,157.72,132.768,122.066,97.156,155.632,117.214,129.78,138.204,119.558,117.806,162.826,135.23,104.936,145.994,137.522,135.964,89.472,174.518,133.378,132.972,146.902,131.016,107.208,120.552,132.224,141.996
SOB_M_LC-14-13412-40-004,1,86.898,122.13,118.758,167.056,123.392,140.156,148.408,133.97,116.196,107.744,135.96,114.634,120.402,139.678,124.83,124.164,153.348,126.596,101.9,141.046,132.352,132.904,94.086,177.86,119.544,126.196,142.894,128.114,104.13,123.448,131.356,139.182
SOB_M_LC-14-13412-40-005,1,110.74,124.338,125.74,158.01,127.592,133.524,136.792,135.464,122.018,119.856,140.322,114.484,130.2,131.404,118.612,115.54,148.408,129.556,115.198,127.38,127.886,128.924,106.25,161.582,136.6,137.682,132.178,126.642,118.162,122.946,131.686,132.156
SOB_M_LC-14-13412-40-006,1,100.292,125.036,121.828,170.276,125.966,136.258,148.008,133.306,111.948,114.17,133.708,113.526,131.656,135.558,121.392,114.75,154.27,128.432,104.286,135.006,133.364,119.602,111.012,171.924,137.308,138.138,146.402,136.904,111.746,127.574,129.904,143.946
SOB_M_LC-14-13412-40-007,1,100.4681724845996,117.64887063655031,117.46406570841889,177.21971252566735,126.82546201232032,139.04722792607802,141.11088295687884,142.54620123203284,111.4599589322382,103.61806981519508,141.82751540041068,101.8624229979466,119.6447638603696,136.98973305954826,118.7987679671458,118.42915811088297,154.91786447638603,131.5441478439425,101.94455852156058,135.5030800821355,117.01026694045174,120.70841889117042,95.38809034907598,176.1581108829569,133.86036960985626,133.1806981519507,158.0,120.78644763860368,112.66735112936344,119.9034907597536,131.8911704312115,133.88501026694044
SOB_M_LC-14-13412-40-008,1,105.52980132450332,118.6710816777042,123.8167770419426,168.20088300220752,127.19867549668874,125.78807947019868,150.36423841059602,131.82781456953643,103.83885209713024,115.7373068432671,140.72185430463577,114.80794701986756,124.62472406181016,133.598233995585,123.3355408388521,112.75717439293598,150.9028697571744,132.4503311258278,104.60044150110376,141.37527593818984,135.0066225165563,124.84547461368652,104.74613686534217,171.6291390728477,128.22737306843268,133.69757174392936,152.10596026490066,132.30684326710818,111.13686534216336,125.69757174392936,131.64459161147903,138.37527593818984
SOB_M_LC-14-13412-40-009,1,106.23809523809524,121.1304347826087,130.02277432712216,174.23395445134577,125.93374741200827,135.32505175983437,144.0207039337474,121.7991718426501,115.82815734989649,111.41614906832298,136.7826086956522,100.04347826086956,122.47412008281572,127.07453416149067,116.14906832298136,110.00828157349896,154.95652173913044,133.54451345755697,102.81987577639752,126.10144927536231,118.55072463768116,122.89648033126294,105.4472049689441,165.40372670807454,132.74741200828157,144.1159420289855,141.36853002070393,123.75776397515529,119.45548654244308,126.0103519668737,129.11387163561076,133.84886128364388
SOB_M_LC-14-13412-40-010,1,107.6411889596603,117.74097664543524,124.68152866242038,161.9511677282378,117.75796178343948,127.48619957537154,132.57749469214437,131.82165605095545,108.99787685774947,117.57112526539278,133.0891719745223,104.6963906581741,129.61783439490446,124.55626326963906,117.60084925690022,113.4416135881104,137.98726114649682,137.41613588110403,93.8471337579618,128.7791932059448,126.22292993630572,127.94055201698514,111.58811040339702,154.656050955414,138.7876857749469,134.08704883227176,139.447983014862,118.05095541401272,108.6135881104034,127.0615711252654,125.18259023354564,126.7855626326964
SOB_M_LC-14-13412-40-011,1,98.00204081632651,118.62448979591836,127.39183673469388,180.0265306122449,125.52244897959184,136.60408163265305,143.3795918367347,131.08163265306123,110.26530612244898,111.07755102040817,144.4795918367347,115.8408163265306,119.94897959183672,138.78775510204082,129.1734693877551,116.4530612244898,150.8673469387755,135.16326530612244,100.25510204081633,144.3510204081633,133.8877551020408,117.82448979591835,96.45714285714286,184.6877551020408,136.5183673469388,134.37551020408162,153.58163265306123,140.62857142857143,110.99591836734696,130.28775510204082,133.97142857142856,138.39795918367346
SOB_M_LC-14-13412-40-012,1,105.196,126.13,126.94,176.74,124.566,140.354,146.224,140.42,107.524,112.828,133.998,116.46,128.986,136.21,121.574,118.766,157.528,128.728,105.08,146.602,138.458,125.44,102.454,179.414,141.704,134.504,156.774,137.99,113.28,123.158,131.988,139.87
SOB_M_LC-14-13412-40-013,1,103.0725806451613,116.05846774193547,120.10282258064515,156.71774193548387,120.74193548387096,136.44556451612902,149.09677419354838,134.07258064516128,119.06854838709675,109.88709677419357,145.20362903225808,103.20362903225806,125.03629032258064,134.20967741935485,123.1491935483871,113.51209677419357,149.12701612903226,133.95967741935485,107.75,127.62298387096774,131.3790322580645,134.67540322580646,103.37298387096774,159.57459677419354,134.8306451612903,133.09475806451613,135.74193548387098,120.6391129032258,113.54435483870968,125.70564516129032,128.9516129032258,130.83870967741936
SOB_M_LC-14-13412-40-014,1,102.26518218623482,124.39676113360323,128.20242914979758,163.3097165991903,126.06072874493928,129.47368421052633,143.10323886639677,136.67611336032388,115.59919028340082,114.86437246963564,135.58704453441297,106.04858299595142,124.85425101214577,134.8906882591093,121.6336032388664,109.4676113360324,154.54453441295547,131.9068825910931,106.75506072874494,134.748987854251,133.2085020242915,121.05465587044534,106.8582995951417,168.2591093117409,135.18623481781376,132.43927125506073,142.67004048582996,128.8623481781377,115.44534412955466,128.5506072874494,129.8765182186235,134.80769230769232
SOB_M_LC-14-13412-40-015,1,104.446,119.87,125.048,171.78,129.268,144.724,150.604,128.616,122.632,118.148,139.972,107.878,131.436,135.09,121.524,121.652,162.934,125.166,114.242,138.53,135.542,126.882,104.592,177.344,140.866,145.842,142.662,128.938,115.892,122.206,135.084,147.594
SOB_M_LC-14-13412-40-016,1,92.57777777777778,118.55151515151516,127.52525252525253,171.23636363636365,127.4141414141414,138.93333333333334,158.53737373737374,130.58989898989898,108.74747474747475,118.53333333333332,144.34343434343435,103.76969696969697,118.86464646464648,137.6828282828283,129.27474747474747,120.07676767676767,153.9939393939394,132.92929292929293,110.2909090909091,144.25050505050504,130.61818181818182,130.13535353535354,106.8020202020202,178.9939393939394,119.989898989899,132.27272727272728,151.37171717171717,130.43232323232323,111.84848484848484,127.34747474747476,134.36565656565656,144.18383838383838
SOB_M_LC-14-13412-40-017,1,93.376,119.38,115.17,177.706,119.724,133.798,152.896,132.26,111.292,102.694,140.732,105.586,116.27,137.614,119.928,117.286,152.85,131.66,92.63,149.932,130.316,128.108,89.378,180.456,134.62,128.35,160.09,124.936,100.574,127.824,131.784,139.1
SOB_M_LC-14-13412-40-018,1,103.33744855967078,128.47530864197532,125.86625514403292,157.1604938271605,125.81069958847736,126.66666666666669,143.60493827160494,128.26131687242798,114.380658436214,111.64197530864196,133.33333333333334,117.76543209876544,138.62962962962962,129.1687242798354,122.67695473251028,117.20781893004116,146.50411522633746,126.38477366255144,108.33539094650206,130.37654320987653,127.79218106995884,129.74897119341563,110.18106995884774,159.5102880658436,127.64609053497942,129.3991769547325,135.04320987654322,129.7798353909465,111.16666666666669,127.38888888888889,132.3395061728395,133.12962962962962
SOB_M_LC-14-13412-40-019,1,98.764,126.618,122.222,173.724,128.626,141.614,151.31,135.318,119.464,110.392,141.596,119.426,132.936,146.192,121.974,123.824,161.554,124.742,117.69,141.596,139.192,130.298,101.762,183.204,130.616,129.062,158.55,138.392,106.996,115.95,135.06,145.012
SOB_M_LC-14-13412-40-020,1,103.37959183673468,117.8122448979592,130.64285714285714,175.4204081632653,132.6265306122449,136.8,147.98979591836735,135.37755102040816,115.13469387755102,110.4795918367347,140.4142857142857,109.86326530612244,129.15510204081633,138.0448979591837,120.85510204081632,117.90816326530611,148.86122448979592,134.9877551020408,110.58163265306122,136.1591836734694,121.83265306122448,126.8469387755102,107.32040816326533,172.23877551020408,136.82857142857142,144.66734693877552,146.3530612244898,128.22857142857143,117.2591836734694,131.0612244897959,128.90408163265306,143.42857142857142
SOB_M_LC-14-13412-40-021,1,91.52905811623246,132.49098196392785,117.6132264529058,175.2444889779559,129.1382765531062,135.41683366733466,157.44288577154308,145.5430861723447,115.28657314629258,103.87374749498998,146.32264529058116,115.01002004008016,126.36673346693388,151.73346693386773,124.3567134268537,120.44288577154308,156.1002004008016,141.80761523046093,107.07414829659318,152.05811623246493,136.8997995991984,133.0420841683367,96.79559118236472,184.62124248496997,135.26052104208418,130.5250501002004,156.10220440881764,128.3887775551102,106.6312625250501,129.1122244488978,140.09218436873746,144.062124248497
SOB_M_LC-14-13412-40-022,1,103.404,115.906,128.48,163.456,125.844,132.032,151.766,129.1,117.05,115.532,140.012,109.476,119.752,128.932,122.26,116.35,149.76,128.174,111.258,131.51,138.56,131.432,104.852,163.556,129.578,140.46,139.488,128.706,117.516,129.144,132.988,143.068
SOB_M_LC-14-13412-40-023,1,95.6553911205074,129.61099365750528,117.65961945031712,168.30655391120507,116.70401691331924,146.41014799154334,147.09513742071883,139.40803382663847,114.2029598308668,101.14587737843551,141.9154334038055,109.6553911205074,117.8181818181818,139.80972515856237,119.81606765327696,114.85412262156449,153.82663847780128,131.60253699788584,108.47357293868922,136.60887949260044,128.74841437632136,123.54545454545456,98.88372093023256,172.507399577167,132.48202959830866,132.28964059196616,137.47991543340382,134.02325581395348,104.3615221987315,116.09725158562368,136.54122621564483,146.19661733615223
SOB_M_LC-14-13412-40-024,1,72.32446808510639,109.8191489361702,98.02659574468083,182.20744680851064,122.06382978723404,139.9468085106383,173.10106382978722,133.91489361702128,95.84042553191487,81.08510638297872,135.02659574468086,97.51595744680851,97.37234042553192,141.78191489361703,115.12234042553192,112.9627659574468,165.27659574468086,121.30851063829788,100.9255319148936,163.79255319148936,140.13829787234042,135.95212765957447,63.015957446808514,216.49468085106383,100.43617021276596,97.88297872340424,167.57978723404256,145.16489361702128,80.79255319148936,103.59574468085108,138.00531914893617,146.88297872340425
SOB_M_LC-14-13412-40-025,1,100.302,122.204,116.686,166.328,123.634,141.33,147.716,135.552,114.688,105.386,133.938,111.9,113.556,144.174,115.6,116.196,150.752,125.334,101.666,140.828,126.0,123.178,92.206,168.98,129.24,122.734,142.132,123.676,104.176,119.776,133.138,143.52
SOB_M_LC-14-13412-40-026,1,82.918,125.322,115.798,176.504,120.772,145.314,171.28,138.658,111.94,106.688,153.188,118.746,122.096,143.134,125.538,123.444,161.008,133.184,102.964,158.964,143.874,130.316,86.708,196.766,124.466,123.434,157.676,144.37,106.686,112.25,132.2,157.982
SOB_M_LC-14-13412-40-027,1,100.568,135.932,131.894,173.658,127.944,151.848,150.492,132.446,122.456,112.272,148.076,107.506,137.242,142.942,120.118,106.61,164.45,136.828,123.966,123.65,130.872,120.52,125.708,176.592,139.726,146.866,132.7,133.598,117.158,119.228,131.224,142.42
SOB_M_LC-14-13412-40-028,1,94.548,126.058,120.842,171.52,132.688,147.036,163.9,146.148,113.444,103.06,151.43,110.65,118.676,148.666,123.322,115.032,160.678,131.868,106.794,146.944,138.808,129.926,100.518,182.296,127.194,129.438,148.432,136.22,115.242,120.9,134.416,156.154
SOB_M_LC-14-13412-40-029,1,81.414,120.922,106.62,176.524,125.004,139.772,171.59,137.81,112.684,94.526,144.044,118.42,120.504,147.174,119.956,115.414,163.76,120.022,97.478,153.4,141.168,140.1,79.156,199.512,115.462,109.562,164.984,140.21,105.962,109.616,136.836,159.472
SOB_M_LC-14-13412-40-030,1,78.256,123.928,110.898,177.386,122.334,145.782,174.586,140.238,115.632,93.078,147.834,127.744,107.364,146.714,141.384,127.136,155.76,132.482,104.77,165.078,148.486,136.036,76.97,202.908,112.802,117.334,156.308,153.366,103.286,128.14,135.588,167.124
SOB_M_LC-14-13412-40-031,1,84.132,125.942,123.608,178.074,137.782,140.094,160.37,141.176,110.926,108.866,140.748,121.724,129.144,147.768,126.904,116.098,160.248,129.77,94.116,149.044,136.216,129.598,90.814,191.836,134.598,125.292,157.764,142.442,110.526,123.804,135.356,153.394
SOB_M_LC-14-13412-40-032,1,98.9400826446281,123.91528925619836,116.08677685950413,175.02272727272728,129.599173553719,134.5082644628099,132.30165289256198,134.9214876033058,104.1301652892562,112.3904958677686,124.448347107438,120.46280991735536,130.38429752066116,130.4214876033058,125.46694214876032,120.69214876033058,148.38223140495867,120.2396694214876,99.68388429752066,143.71074380165288,122.75,116.75413223140497,94.82438016528926,177.2706611570248,133.62809917355372,130.46074380165288,152.39256198347107,140.01859504132233,112.11363636363636,120.23347107438016,127.34297520661156,124.04545454545456
SOB_M_LC-14-15570-40-001,1,116.562,128.92,128.83,142.934,128.292,129.488,118.936,139.038,127.58,119.718,138.704,104.676,128.922,140.758,106.994,105.55,139.504,136.618,122.2,116.464,113.004,119.008,129.098,123.222,148.682,147.866,120.136,115.11,117.984,122.95,122.89,122.324
SOB_M_LC-14-15570-40-002,1,112.51028806584362,124.76954732510288,130.13991769547326,134.2962962962963,118.9074074074074,130.6851851851852,123.40534979423867,124.90329218106996,124.68106995884774,121.29835390946502,135.69341563786008,97.93415637860082,131.34156378600824,132.27366255144034,107.51234567901234,109.82716049382717,129.76131687242798,137.3127572016461,126.58641975308642,107.80041152263377,113.15432098765432,121.55555555555556,133.39506172839506,116.72222222222224,141.0411522633745,148.38477366255145,116.26954732510288,107.3559670781893,127.32510288065843,123.96913580246914,115.97942386831276,120.79629629629628
SOB_M_LC-14-15570-40-003,1,120.1774193548387,131.68145161290323,127.57459677419357,124.6975806451613,132.30645161290323,122.7116935483871,128.58870967741936,132.1431451612903,129.25,124.6975806451613,141.4858870967742,103.56653225806453,131.27822580645162,126.8225806451613,112.25403225806453,110.2358870967742,128.7923387096774,138.59274193548387,119.6391129032258,124.85685483870968,130.8608870967742,131.93548387096774,129.60887096774192,124.06653225806453,139.73790322580646,147.5483870967742,118.64516129032258,117.4233870967742,125.21370967741936,134.1451612903226,133.78024193548387,122.4516129032258
SOB_M_LC-14-15570-40-004,1,116.532,130.702,129.846,119.336,134.128,130.666,124.674,131.036,124.276,135.444,128.718,104.494,128.006,130.636,113.858,105.84,126.066,134.884,125.368,107.662,127.586,130.314,136.362,112.03,137.344,135.776,107.158,117.942,133.866,127.404,128.552,133.618
SOB_M_LC-14-15570-40-005,1,114.454,126.27,135.426,120.426,127.034,121.43,124.762,125.548,119.69,133.562,127.16,116.786,130.576,124.29,117.054,109.432,124.016,133.228,131.184,118.22,122.498,126.132,141.828,110.22,132.538,134.686,115.778,120.446,130.908,135.776,124.422,123.642
SOB_M_LC-14-15570-40-006,1,105.17695473251028,122.1604938271605,123.3559670781893,140.92798353909464,130.43827160493828,132.54732510288065,138.8641975308642,130.65432098765433,117.3744855967078,126.10493827160494,135.8744855967078,109.88477366255144,130.91358024691357,129.65637860082305,117.32304526748972,114.88888888888889,136.6090534979424,132.71810699588477,118.18106995884774,116.64197530864196,131.68930041152262,123.61728395061728,120.6522633744856,139.59053497942386,127.93621399176956,132.47736625514403,125.00411522633745,126.0761316872428,121.50205761316872,124.89094650205762,127.31687242798354,139.74897119341563
SOB_M_LC-14-15570-40-007,1,122.8,123.904,122.12,131.546,128.536,128.026,113.082,128.368,118.372,123.97,135.394,107.926,138.49,134.21,113.474,117.234,129.012,136.564,122.334,119.358,115.36,122.292,136.33,112.054,144.11,146.722,117.45,111.632,119.512,125.86,120.714,115.22
SOB_M_LC-14-15570-40-008,1,115.634,126.476,123.492,134.038,127.624,124.77,128.924,129.49,116.02,118.144,140.482,110.28,129.07,134.048,108.36,114.628,141.652,136.21,120.112,124.348,117.702,124.842,125.774,123.104,139.062,142.674,125.316,112.406,121.856,122.342,125.808,126.398
SOB_M_LC-14-15570-40-009,1,105.166,123.548,130.638,136.312,130.07,127.158,132.206,128.102,121.812,120.986,137.748,108.3,125.328,130.052,113.676,108.114,139.844,131.734,120.332,119.53,120.466,128.048,120.828,141.436,134.74,136.652,125.992,117.454,125.3,126.306,125.854,133.816
SOB_M_LC-14-15570-40-010,1,108.902,116.452,119.458,167.322,124.58,130.712,127.56,124.88,111.786,115.1,128.23,108.596,127.288,131.79,125.026,122.786,141.794,122.906,96.9,125.354,114.886,117.03,112.824,162.596,126.27,126.182,133.95,121.6,115.574,123.262,127.718,123.122
SOB_M_LC-14-15570-40-011,1,111.162,122.744,122.306,166.242,125.648,127.242,118.644,133.678,107.64,119.106,126.92,102.052,121.366,127.066,109.82,110.146,143.074,135.892,109.648,120.27,115.236,115.278,114.772,156.932,144.78,146.1,130.014,115.772,112.81,123.164,128.922,112.89
SOB_M_LC-14-15570-40-012,1,106.5051975051975,123.78170478170478,120.006237006237,153.76715176715177,127.24532224532224,131.25363825363826,131.63825363825364,129.41787941787942,110.82328482328482,123.2141372141372,127.1995841995842,103.11642411642411,131.8045738045738,132.8960498960499,114.28482328482328,117.84615384615384,145.21413721413722,126.0893970893971,110.65696465696466,123.08523908523908,115.78170478170478,118.44698544698544,125.36590436590436,150.98128898128897,130.1101871101871,131.36382536382536,135.04365904365903,123.17879417879418,114.004158004158,115.02079002079002,125.62162162162164,124.87525987525989
SOB_M_LC-14-15570-40-013,1,108.25813008130082,124.3678861788618,130.45934959349594,155.29268292682926,125.11178861788618,129.010162601626,132.04065040650406,130.8658536585366,116.13821138211382,123.5060975609756,131.3211382113821,117.65243902439023,131.3028455284553,132.9451219512195,117.619918699187,112.57926829268293,135.27235772357724,134.5487804878049,113.38821138211382,123.33130081300811,126.5630081300813,131.47154471544715,119.880081300813,154.28658536585365,132.39430894308944,133.59959349593495,130.76829268292684,125.7479674796748,117.8170731707317,132.10772357723576,123.67276422764228,124.45934959349592
SOB_M_LC-14-15570-40-014,1,108.33470225872688,130.258726899384,128.70225872689937,153.29568788501027,121.60985626283367,124.59548254620124,137.10677618069815,138.73305954825463,116.71868583162218,120.09445585215606,138.20123203285422,121.18275154004108,131.2772073921971,138.75359342915812,117.67351129363448,111.98767967145793,133.96919917864477,136.73511293634496,112.37987679671458,133.90143737166323,128.75975359342917,135.74743326488706,114.2094455852156,161.50924024640656,126.82751540041068,130.82135523613962,137.4845995893224,120.15605749486652,114.82340862422998,130.48870636550308,129.26078028747432,122.52566735112936
SOB_M_LC-14-15570-40-015,1,107.7991967871486,117.60240963855422,131.33734939759037,156.35140562248995,130.07831325301206,124.46184738955824,133.81927710843374,129.92168674698794,113.49196787148594,121.2710843373494,137.37751004016064,114.0843373493976,135.95180722891567,125.7710843373494,120.91767068273091,111.86947791164658,138.11044176706827,133.85542168674698,112.21887550200805,123.89156626506023,124.3734939759036,131.92570281124495,111.06626506024097,152.77710843373495,129.28112449799198,132.08232931726909,141.0,119.23293172690764,127.43373493975903,127.24096385542168,131.65662650602408,128.58634538152612
SOB_M_LC-14-15570-40-016,1,111.454,128.622,127.38,151.434,123.112,128.862,124.992,129.526,117.904,113.14,138.832,112.97,128.496,133.766,115.97,120.664,140.018,136.11,114.23,119.854,119.504,132.546,117.14,148.99,134.892,139.836,130.336,113.266,120.968,121.676,131.242,125.392
SOB_M_LC-14-15570-40-017,1,113.152,126.11,127.186,149.366,120.336,126.91,125.962,129.316,119.306,124.866,138.028,101.466,133.532,128.3,117.452,121.842,133.664,134.106,115.446,115.666,122.054,131.032,126.814,130.714,142.738,155.962,124.318,107.536,117.832,131.984,126.66,119.164
SOB_M_LC-14-15570-40-018,1,115.8949494949495,134.5919191919192,128.8989898989899,149.47676767676768,125.92121212121212,133.1919191919192,116.9070707070707,131.86868686868686,124.68686868686868,123.74545454545456,135.14141414141417,98.95151515151515,134.17171717171718,128.4868686868687,112.55353535353537,116.7090909090909,138.67676767676767,135.40404040404042,116.44242424242424,111.6020202020202,116.62222222222222,117.87474747474748,135.35353535353536,130.61212121212122,147.38181818181818,156.2020202020202,119.5919191919192,111.6989898989899,121.02424242424244,121.25454545454544,125.789898989899,118.58181818181818
SOB_M_LC-14-15570-40-019,1,104.13,120.948,123.936,155.094,125.28,135.086,138.108,131.87,122.888,115.348,144.754,110.022,129.52,141.636,116.768,114.258,141.64,131.466,113.958,122.918,125.066,129.832,111.766,150.872,136.018,136.942,127.116,119.476,118.344,124.138,124.628,135.558
SOB_M_LC-14-15570-40-020,1,115.756,129.454,126.74,145.902,128.106,126.124,121.532,124.81,127.176,127.428,138.34,95.79,133.002,130.234,107.63,103.732,128.864,137.542,116.568,111.514,111.696,133.642,141.938,112.06,151.316,153.118,119.984,109.172,115.898,123.254,125.35,118.754
SOB_M_LC-14-15570-40-021,1,108.242,122.502,133.422,127.292,121.74,126.87,127.728,122.552,124.052,123.516,132.424,106.128,130.644,128.898,116.418,108.22,124.912,133.168,117.894,111.238,118.26,131.928,132.074,112.262,132.984,145.904,109.174,102.57,129.56,132.2,124.62,130.708
SOB_M_LC-14-15570-40-022,1,103.068,124.09,122.356,124.102,128.608,131.024,135.698,126.672,123.39,117.258,141.1,109.626,127.552,124.85,110.908,109.206,131.054,132.724,124.522,122.544,123.918,128.942,120.796,124.39,137.318,136.724,104.74,120.896,124.164,116.112,126.592,135.59
SOB_M_LC-14-15570-40-023,1,109.768,126.83,124.49,132.678,126.23,126.908,128.434,131.242,123.848,118.65,143.094,111.59,126.162,129.766,109.97,118.454,135.002,130.232,121.226,123.506,131.286,131.438,121.108,125.614,132.202,135.496,119.776,117.872,121.772,127.598,132.474,130.884
SOB_M_LC-14-15570-40-024,1,110.004,119.67,122.264,149.05,118.786,135.63,123.66,122.72,119.626,117.468,142.924,111.99,127.218,123.234,111.022,119.53,132.37,131.876,123.824,124.238,124.382,131.328,114.442,134.716,142.656,143.484,129.522,120.348,122.788,128.312,127.424,121.84
SOB_M_LC-14-15570-40-025,1,115.192,131.436,126.47,122.822,123.964,121.118,127.012,133.468,120.368,125.46,135.35,115.994,134.308,126.956,114.488,117.852,124.576,137.802,123.414,119.862,125.898,129.466,131.484,120.434,135.864,133.536,118.114,114.054,120.37,130.774,125.768,129.052
SOB_M_LC-14-15570-40-026,1,100.118,134.724,118.032,160.172,129.062,146.202,152.124,147.468,120.274,102.476,146.726,115.864,127.782,151.42,122.988,121.56,158.42,129.312,112.758,141.666,139.86,122.204,109.078,181.48,131.05,126.518,145.928,139.156,110.104,115.556,135.55,145.974
SOB_M_LC-14-15570-40-027,1,108.008,124.366,120.63,146.548,126.246,132.31,127.734,132.736,118.346,115.194,142.242,110.56,134.572,129.742,109.246,112.804,143.156,134.76,115.78,125.274,124.132,128.122,115.862,140.322,140.962,137.04,125.786,115.926,127.614,130.462,130.072,133.866
SOB_M_LC-14-15570-40-028,1,122.014,123.884,127.07,143.828,123.644,125.054,128.218,128.498,122.704,125.134,134.362,116.226,135.114,128.646,116.606,113.358,134.142,133.172,123.412,125.306,125.732,129.502,125.728,137.706,140.504,139.99,131.554,125.03,121.17,125.458,122.55,124.932
SOB_M_LC-14-15570-40-029,1,102.908,130.496,124.98,151.66,133.65,139.18,150.452,139.056,119.384,123.786,132.982,116.802,126.72,134.008,129.072,113.994,141.836,123.008,113.508,137.714,136.016,132.34,107.796,158.87,130.32,131.31,133.716,129.248,118.294,124.998,136.096,143.388
SOB_M_LC-14-15570-40-030,1,104.86,129.072,125.514,154.4,131.258,144.184,139.482,132.762,124.44,121.618,144.466,121.722,134.986,138.476,120.952,112.578,151.624,123.078,125.17,128.288,127.758,126.714,118.086,156.2,135.27,129.124,135.786,136.32,122.424,116.948,130.44,148.93
SOB_M_LC-14-15570-40-031,1,103.674,126.26,118.29,162.73,131.878,149.908,151.854,142.526,120.046,110.306,144.28,115.29,128.972,150.094,121.226,108.394,152.4,129.814,108.176,140.92,130.91,124.726,105.508,175.428,129.208,126.712,143.82,137.334,111.86,115.974,130.038,150.726
SOB_M_LC-14-15570-40-032,1,93.678,125.316,120.818,166.674,128.632,134.72,154.226,138.718,112.834,105.312,143.498,119.722,126.83,139.49,120.532,117.274,157.834,132.55,112.886,155.32,134.674,125.99,93.758,182.698,127.782,123.412,155.108,136.206,110.178,117.862,127.594,146.096
